2025-08-22 22:12:02,771 - INFO - Coordinates cache database initialized
2025-08-22 22:12:10,193 - WARNING - Could not geocode Taku-Campbell, Anchorage Borough, AK
2025-08-23 09:56:59,636 - WARNING - Could not geocode Martin, Hartford County, CT
2025-08-23 09:57:00,738 - WARNING - Could not geocode South Green, Hartford County, CT
2025-08-23 09:57:02,432 - WARNING - Could not geocode Weatogue, Hartford County, CT
2025-08-23 09:57:02,770 - WARNING - Could not geocode Spencer, Hartford County, CT
2025-08-23 09:57:03,648 - WARNING - Could not geocode Downtown, Hartford County, CT
2025-08-23 09:57:04,405 - WARNING - Could not geocode Tariffville, Hartford County, CT
2025-08-23 09:57:05,854 - WARNING - Could not geocode East Berlin, Hartford County, CT
2025-08-23 09:57:06,696 - WARNING - Could not geocode Salmon Brook, Hartford County, CT
2025-08-23 09:57:09,689 - WARNING - Could not geocode Oakville, Litchfield County, CT
2025-08-23 09:57:10,703 - WARNING - Could not geocode Northwest Harwinton, Litchfield County, CT
2025-08-23 09:57:11,668 - WARNING - Could not geocode Terryville, Litchfield County, CT
2025-08-23 09:57:12,668 - WARNING - Could not geocode Torringford, Litchfield County, CT
2025-08-23 09:57:13,650 - WARNING - Could not geocode Burrville, Litchfield County, CT
2025-08-23 09:57:15,019 - WARNING - Could not geocode North Canaan, Litchfield County, CT
2025-08-23 09:57:15,775 - WARNING - Could not geocode Lakeville, Litchfield County, CT
2025-08-23 09:57:17,301 - WARNING - Could not geocode South Kent, Litchfield County, CT
2025-08-23 09:57:17,631 - WARNING - Could not geocode Drakeville, Litchfield County, CT
2025-08-23 09:57:20,095 - WARNING - Could not geocode Lake Pocotopaug, Middlesex County, CT
2025-08-23 09:57:22,366 - WARNING - Could not geocode Essex Village, Middlesex County, CT
2025-08-23 09:57:22,906 - WARNING - Could not geocode Deep River Center, Middlesex County, CT
2025-08-23 09:57:23,172 - WARNING - Could not geocode Old Saybrook Center, Middlesex County, CT
2025-08-23 09:57:24,055 - WARNING - Could not geocode Fenwick, Middlesex County, CT
2025-08-23 09:57:25,153 - WARNING - Could not geocode Saybrook Manor, Middlesex County, CT
2025-08-23 09:57:28,345 - WARNING - Could not geocode Fair Haven, New Haven County, CT
2025-08-23 09:57:29,325 - WARNING - Could not geocode Hill, New Haven County, CT
2025-08-23 09:57:30,695 - WARNING - Could not geocode East Rock, New Haven County, CT
2025-08-23 09:57:30,915 - WARNING - Could not geocode Newhallville, New Haven County, CT
2025-08-23 09:57:32,258 - WARNING - Could not geocode Bunker Hill, New Haven County, CT
2025-08-23 09:57:33,173 - WARNING - Could not geocode Town Plot, New Haven County, CT
2025-08-23 09:57:34,437 - WARNING - Could not geocode Fair Haven Heights, New Haven County, CT
2025-08-23 09:57:35,244 - WARNING - Could not geocode Beaver Hills, New Haven County, CT
2025-08-23 09:57:35,985 - WARNING - Could not geocode Westville, New Haven County, CT
2025-08-23 09:57:37,077 - WARNING - Could not geocode Bucks Hill, New Haven County, CT
2025-08-23 09:57:38,216 - WARNING - Could not geocode Annex, New Haven County, CT
2025-08-23 09:57:39,052 - WARNING - Could not geocode Dixwell, New Haven County, CT
2025-08-23 09:57:40,128 - WARNING - Could not geocode Downtown, New Haven County, CT
2025-08-23 09:57:40,901 - WARNING - Could not geocode Quinnipiac, New Haven County, CT
2025-08-23 09:57:41,993 - WARNING - Could not geocode Branford Center, New Haven County, CT
2025-08-23 09:57:43,056 - WARNING - Could not geocode Dwight, New Haven County, CT
2025-08-23 09:57:44,221 - WARNING - Could not geocode Washington Hill, New Haven County, CT
2025-08-23 09:57:44,919 - WARNING - Could not geocode Hopeville, New Haven County, CT
2025-08-23 09:57:46,571 - WARNING - Could not geocode Prospect Hill, New Haven County, CT
2025-08-23 09:57:47,125 - WARNING - Could not geocode Edgewood, New Haven County, CT
2025-08-23 09:57:48,129 - WARNING - Could not geocode Brooklyn, New Haven County, CT
2025-08-23 09:57:49,033 - WARNING - Could not geocode Amity, New Haven County, CT
2025-08-23 09:57:50,236 - WARNING - Could not geocode East End, New Haven County, CT
2025-08-23 09:57:51,750 - WARNING - Could not geocode West Rock, New Haven County, CT
2025-08-23 09:57:52,201 - WARNING - Could not geocode West End, New Haven County, CT
2025-08-23 09:57:54,598 - WARNING - Could not geocode Willow Plaza, New Haven County, CT
2025-08-23 09:57:54,868 - WARNING - Could not geocode West River, New Haven County, CT
2025-08-23 09:57:56,234 - WARNING - Could not geocode New Pac, New Haven County, CT
2025-08-23 09:57:56,365 - WARNING - Could not geocode Boulevard, New Haven County, CT
2025-08-23 09:57:57,259 - WARNING - Could not geocode Walnut-Orange-Walsh, New Haven County, CT
2025-08-23 09:57:58,281 - WARNING - Could not geocode East Shore, New Haven County, CT
2025-08-23 09:57:59,287 - WARNING - Could not geocode Hillside, New Haven County, CT
2025-08-23 09:58:00,622 - WARNING - Could not geocode East Mountain, New Haven County, CT
2025-08-23 09:58:01,808 - WARNING - Could not geocode Alexander Ave, New Haven County, CT
2025-08-23 09:58:02,130 - WARNING - Could not geocode Overlook, New Haven County, CT
2025-08-23 09:58:03,056 - WARNING - Could not geocode Guilford Center, New Haven County, CT
2025-08-23 09:58:03,992 - WARNING - Could not geocode Fairlawn, New Haven County, CT
2025-08-23 09:58:04,981 - WARNING - Could not geocode Waterville, New Haven County, CT
2025-08-23 09:58:05,967 - WARNING - Could not geocode Crownbrook, New Haven County, CT
2025-08-23 09:58:07,211 - WARNING - Could not geocode Mill Plain, New Haven County, CT
2025-08-23 09:58:07,948 - WARNING - Could not geocode Woodtick Road, New Haven County, CT
2025-08-23 09:58:09,025 - WARNING - Could not geocode Bouley Manor, New Haven County, CT
2025-08-23 09:58:09,977 - WARNING - Could not geocode Pierpont Road, New Haven County, CT
2025-08-23 09:58:11,229 - WARNING - Could not geocode Wolcott Road, New Haven County, CT
2025-08-23 09:58:12,140 - WARNING - Could not geocode Wooster Square, New Haven County, CT
2025-08-23 09:58:13,573 - WARNING - Could not geocode Hill Street, New Haven County, CT
2025-08-23 09:58:14,183 - WARNING - Could not geocode North End, New Haven County, CT
2025-08-23 09:58:15,103 - WARNING - Could not geocode Lakewood, New Haven County, CT
2025-08-23 09:58:16,434 - WARNING - Could not geocode Scott Road, New Haven County, CT
2025-08-23 09:58:17,434 - WARNING - Could not geocode West Side Manor, New Haven County, CT
2025-08-23 09:58:18,083 - WARNING - Could not geocode Berkeley Heights, New Haven County, CT
2025-08-23 09:58:19,202 - WARNING - Could not geocode Newton Heights, New Haven County, CT
2025-08-23 09:58:20,116 - WARNING - Could not geocode Deerfield and Sunset, New Haven County, CT
2025-08-23 09:58:21,111 - WARNING - Could not geocode Fairmount, New Haven County, CT
2025-08-23 09:58:21,905 - WARNING - Could not geocode Redville, New Haven County, CT
2025-08-23 09:58:23,800 - WARNING - Could not geocode East Farms, New Haven County, CT
2025-08-23 09:58:24,191 - WARNING - Could not geocode Maplewood Manor, New Haven County, CT
2025-08-23 09:58:24,987 - WARNING - Could not geocode Woodhaven, New Haven County, CT
2025-08-23 09:58:28,048 - WARNING - Could not geocode Long Hill, New London County, CT
2025-08-23 09:58:28,749 - WARNING - Could not geocode Conning Towers-Nautilus Park, New London County, CT
2025-08-23 09:58:29,579 - WARNING - Could not geocode Pawcatuck, New London County, CT
2025-08-23 09:58:30,798 - WARNING - Could not geocode Old Mystic, New London County, CT
2025-08-23 09:58:31,588 - WARNING - Could not geocode Norwichtown, New London County, CT
2025-08-23 09:58:32,657 - WARNING - Could not geocode Baltic, New London County, CT
2025-08-23 09:58:33,661 - WARNING - Could not geocode Oxoboxo River, New London County, CT
2025-08-23 09:58:34,597 - WARNING - Could not geocode Poquonock Bridge, New London County, CT
2025-08-23 09:58:35,818 - WARNING - Could not geocode Bean Hill, New London County, CT
2025-08-23 09:58:36,785 - WARNING - Could not geocode Groton Long Point, New London County, CT
2025-08-23 09:58:39,380 - WARNING - Could not geocode Amston, Tolland County, CT
2025-08-23 09:58:40,617 - WARNING - Could not geocode Central Somers, Tolland County, CT
2025-08-23 09:58:41,689 - WARNING - Could not geocode South Coventry, Tolland County, CT
2025-08-23 09:58:42,610 - WARNING - Could not geocode Coventry Lake, Tolland County, CT
2025-08-23 09:58:43,542 - WARNING - Could not geocode Storrs Mansfield, Tolland County, CT
2025-08-23 09:58:44,526 - WARNING - Could not geocode Mansfield Center, Tolland County, CT
2025-08-23 09:58:47,047 - WARNING - Could not geocode Wauregan, Windham County, CT
2025-08-23 09:58:48,090 - WARNING - Could not geocode North Grosvenordale, Windham County, CT
2025-08-23 09:58:51,337 - WARNING - Could not geocode Capitol Hill, District of Columbia, DC
2025-08-23 09:58:52,498 - WARNING - Could not geocode Adams Morgan, District of Columbia, DC
2025-08-23 09:58:52,951 - WARNING - Could not geocode Petworth, District of Columbia, DC
2025-08-23 09:58:54,953 - WARNING - Could not geocode Sixteenth Street Heights, District of Columbia, DC
2025-08-23 09:58:54,994 - WARNING - Could not geocode Washington Highlands, District of Columbia, DC
2025-08-23 09:58:56,278 - WARNING - Could not geocode Logan Circle, District of Columbia, DC
2025-08-23 09:58:58,177 - WARNING - Could not geocode Dupont Circle, District of Columbia, DC
2025-08-23 09:58:58,234 - WARNING - Could not geocode Southwest Waterfront, District of Columbia, DC
2025-08-23 09:58:59,007 - WARNING - Could not geocode Foggy Bottom, District of Columbia, DC
2025-08-23 09:59:00,200 - WARNING - Could not geocode Shaw, District of Columbia, DC
2025-08-23 09:59:01,910 - WARNING - Could not geocode Georgetown, District of Columbia, DC
2025-08-23 09:59:03,352 - WARNING - Could not geocode Near Northeast, District of Columbia, DC
2025-08-23 09:59:04,116 - WARNING - Could not geocode Kingman Park, District of Columbia, DC
2025-08-23 09:59:04,311 - WARNING - Could not geocode Mount Pleasant, District of Columbia, DC
2025-08-23 09:59:05,081 - WARNING - Could not geocode Riggs Park, District of Columbia, DC
2025-08-23 09:59:06,564 - WARNING - Could not geocode Mount Vernon Square, District of Columbia, DC
2025-08-23 09:59:07,074 - WARNING - Could not geocode Shipley Terrace, District of Columbia, DC
2025-08-23 09:59:08,040 - WARNING - Could not geocode Brightwood, District of Columbia, DC
2025-08-23 09:59:09,630 - WARNING - Could not geocode Cleveland Park, District of Columbia, DC
2025-08-23 09:59:11,182 - WARNING - Could not geocode Navy Yard, District of Columbia, DC
2025-08-23 09:59:12,624 - WARNING - Could not geocode Manor Park, District of Columbia, DC
2025-08-23 09:59:12,973 - WARNING - Could not geocode Brookland, District of Columbia, DC
2025-08-23 09:59:13,170 - WARNING - Could not geocode American University Park, District of Columbia, DC
2025-08-23 09:59:14,256 - WARNING - Could not geocode Congress Heights, District of Columbia, DC
2025-08-23 09:59:16,090 - WARNING - Could not geocode Glover Park, District of Columbia, DC
2025-08-23 09:59:16,247 - WARNING - Could not geocode Marshall Heights, District of Columbia, DC
2025-08-23 09:59:17,019 - WARNING - Could not geocode NoMa, District of Columbia, DC
2025-08-23 09:59:18,737 - WARNING - Could not geocode Catholic University, District of Columbia, DC
2025-08-23 09:59:18,908 - WARNING - Could not geocode Randle Highlands, District of Columbia, DC
2025-08-23 09:59:20,946 - WARNING - Could not geocode Deanwood, District of Columbia, DC
2025-08-23 09:59:21,872 - WARNING - Could not geocode Forest Hills, District of Columbia, DC
2025-08-23 09:59:22,169 - WARNING - Could not geocode Edgewood, District of Columbia, DC
2025-08-23 09:59:23,183 - WARNING - Could not geocode Trinidad, District of Columbia, DC
2025-08-23 09:59:23,966 - WARNING - Could not geocode Bloomingdale, District of Columbia, DC
2025-08-23 09:59:25,093 - WARNING - Could not geocode Woodley Park, District of Columbia, DC
2025-08-23 09:59:26,087 - WARNING - Could not geocode Benning Ridge, District of Columbia, DC
2025-08-23 09:59:27,731 - WARNING - Could not geocode U Street Corridor, District of Columbia, DC
2025-08-23 09:59:29,039 - WARNING - Could not geocode Barney Circle, District of Columbia, DC
2025-08-23 09:59:29,908 - WARNING - Could not geocode Spring Valley, District of Columbia, DC
2025-08-23 09:59:30,093 - WARNING - Could not geocode Woodridge, District of Columbia, DC
2025-08-23 09:59:32,173 - WARNING - Could not geocode Park View, District of Columbia, DC
2025-08-23 09:59:32,288 - WARNING - Could not geocode Wesley Heights, District of Columbia, DC
2025-08-23 09:59:33,048 - WARNING - Could not geocode Mayfair, District of Columbia, DC
2025-08-23 09:59:33,973 - WARNING - Could not geocode Eckington, District of Columbia, DC
2025-08-23 09:59:34,956 - WARNING - Could not geocode Langston, District of Columbia, DC
2025-08-23 09:59:36,179 - WARNING - Could not geocode Cathedral Heights, District of Columbia, DC
2025-08-23 09:59:37,144 - WARNING - Could not geocode Downtown, District of Columbia, DC
2025-08-23 09:59:38,082 - WARNING - Could not geocode Carver, District of Columbia, DC
2025-08-23 09:59:38,940 - WARNING - Could not geocode Hillbrook, District of Columbia, DC
2025-08-23 09:59:41,173 - WARNING - Could not geocode The Palisades, District of Columbia, DC
2025-08-23 09:59:41,192 - WARNING - Could not geocode River Terrace, District of Columbia, DC
2025-08-23 09:59:41,812 - WARNING - Could not geocode Mahaning Heights, District of Columbia, DC
2025-08-23 09:59:43,127 - WARNING - Could not geocode Brentwood, District of Columbia, DC
2025-08-23 09:59:44,739 - WARNING - Could not geocode Ivy City, District of Columbia, DC
2025-08-23 09:59:44,987 - WARNING - Could not geocode Fairlawn, District of Columbia, DC
2025-08-23 09:59:46,507 - WARNING - Could not geocode Greenway, District of Columbia, DC
2025-08-23 09:59:47,407 - WARNING - Could not geocode Douglas, District of Columbia, DC
2025-08-23 09:59:48,002 - WARNING - Could not geocode Langdon, District of Columbia, DC
2025-08-23 09:59:49,099 - WARNING - Could not geocode Wakefield, District of Columbia, DC
2025-08-23 09:59:50,515 - WARNING - Could not geocode West End, District of Columbia, DC
2025-08-23 09:59:51,035 - WARNING - Could not geocode Brightwood Park, District of Columbia, DC
2025-08-23 09:59:52,714 - WARNING - Could not geocode Lincoln Heights, District of Columbia, DC
2025-08-23 09:59:52,977 - WARNING - Could not geocode Truxton Circle, District of Columbia, DC
2025-08-23 09:59:53,948 - WARNING - Could not geocode Benning, District of Columbia, DC
2025-08-23 09:59:56,048 - WARNING - Could not geocode Fort Totten, District of Columbia, DC
2025-08-23 09:59:56,319 - WARNING - Could not geocode Garfield Heights, District of Columbia, DC
2025-08-23 09:59:56,977 - WARNING - Could not geocode Skyland, District of Columbia, DC
2025-08-23 09:59:58,354 - WARNING - Could not geocode Kent, District of Columbia, DC
2025-08-23 09:59:58,962 - WARNING - Could not geocode Ledroit Park, District of Columbia, DC
2025-08-23 09:59:59,887 - WARNING - Could not geocode Burleith, District of Columbia, DC
2025-08-23 10:00:01,318 - WARNING - Could not geocode Crestwood, District of Columbia, DC
2025-08-23 10:00:02,282 - WARNING - Could not geocode Capitol View, District of Columbia, DC
2025-08-23 10:00:02,964 - WARNING - Could not geocode Civic Betterment, District of Columbia, DC
2025-08-23 10:00:03,944 - WARNING - Could not geocode Judiciary Square, District of Columbia, DC
2025-08-23 10:00:05,807 - WARNING - Could not geocode Pleasant Hill, District of Columbia, DC
2025-08-23 10:00:05,951 - WARNING - Could not geocode Stronghold, District of Columbia, DC
2025-08-23 10:00:08,213 - WARNING - Could not geocode North Cleveland Park, District of Columbia, DC
2025-08-23 10:00:08,265 - WARNING - Could not geocode McLean Gardens, District of Columbia, DC
2025-08-23 10:00:09,589 - WARNING - Could not geocode Colonial Village, District of Columbia, DC
2025-08-23 10:00:10,371 - WARNING - Could not geocode Penn Quarter, District of Columbia, DC
2025-08-23 10:00:10,907 - WARNING - Could not geocode Kalorama, District of Columbia, DC
2025-08-23 10:00:11,916 - WARNING - Could not geocode Twining, District of Columbia, DC
2025-08-23 10:00:13,050 - WARNING - Could not geocode Barnaby Woods, District of Columbia, DC
2025-08-23 10:00:14,142 - WARNING - Could not geocode Arboretum, District of Columbia, DC
2025-08-23 10:00:15,271 - WARNING - Could not geocode Fairfax Village, District of Columbia, DC
2025-08-23 10:00:17,038 - WARNING - Could not geocode Good Hope, District of Columbia, DC
2025-08-23 10:00:17,258 - WARNING - Could not geocode Knox Hill, District of Columbia, DC
2025-08-23 10:00:17,988 - WARNING - Could not geocode Benning Heights, District of Columbia, DC
2025-08-23 10:00:18,988 - WARNING - Could not geocode Woodland-Normanstone Terrace, District of Columbia, DC
