Address,Latitude,Longitude,Neighborhood,Created_At,Property_Type,Style,Year_Built,Square_Footage,Bedrooms,Bathrooms,Lot_Size,Price,Property_Tax,HOA_Fees,Parking_Spaces,Heating,Cooling,Appliances,Features,School_District,Walk_Score,Transit_Score,Last_Sold_Date,Last_Sold_Price,Estimated_Monthly_Payment,ROI,Current_Value,CountyName,State,City,Price_Per_Sqft,Bed_Bath_Ratio,Lot_Size_Sqft
"8106, Pine Street, Laurel Heights, San Francisco, CA 94102",37.781088,-122.428999,Laurel Heights,2025-08-31,Single Family Home,Traditional,1947,3002,5,4,8977,3083261,38540,0,2,Wall Unit,Mini Split,"Garbage Disposal, Microwave, Washer","Updated kitchen, Close to shopping, Fireplace",Charter Schools,79,76,2023-01-10,2552269,5831,5.4,3083261,San Francisco,CA,Laurel Heights,1027.0689540306462,1.25,8977
"1519, Jackson Street, Laurel Heights, San Francisco, CA 94102",37.78551,-122.43705,Laurel Heights,2025-08-31,Single Family Home,Traditional,1928,3392,3,4,7010,2344993,29312,488,0,Wall Unit,None,"Washer, Oven, Refrigerator","Close to parks, Modern kitchen, Landscaped backyard, Fireplace",San Francisco Unified School District,85,84,2022-08-23,1647284,4435,6.41,2344993,San Francisco,CA,Laurel Heights,691.330483490566,0.75,7010
"5526, Sacramento Street, Laurel Heights, San Francisco, CA 94102",37.781282,-122.432651,Laurel Heights,2025-08-31,Single Family Home,Traditional,1929,2469,4,3,6268,3060756,38259,0,2,Central Heating,Mini Split,"Washer, Refrigerator, Oven, Microwave","Spacious backyard, Close to shopping, Renovated kitchen, Concrete floors, High ceilings",San Francisco Unified School District,79,81,2023-05-27,2237806,5789,6.36,3060756,San Francisco,CA,Laurel Heights,1239.674362089915,1.3333333333333333,6268
"8925, Sacramento Street, Laurel Heights, San Francisco, CA 94102",37.787774,-122.433871,Laurel Heights,2025-08-31,Single Family Home,Traditional,1934,2811,3,3,8902,2083373,26042,0,2,Baseboard,Mini Split,"Washer, Microwave, Refrigerator, Garbage Disposal","Tile floors, Updated kitchen, Close to shopping, High ceilings, Private backyard",San Francisco Unified School District,81,78,2021-01-25,1501757,3940,5.57,2083373,San Francisco,CA,Laurel Heights,741.1501245108502,1.0,8902
"6028, Jackson Street, Laurel Heights, San Francisco, CA 94102",37.781442,-122.421051,Laurel Heights,2025-08-31,Single Family Home,Traditional,1940,3493,3,2,8271,3288401,41105,0,2,Radiant,Evaporative,"Oven, Washer, Dishwasher, Microwave, Refrigerator","Concrete floors, Modern kitchen, Close to parks, Private backyard",Charter Schools,88,80,2022-07-24,2592771,6219,6.27,3288401,San Francisco,CA,Laurel Heights,941.4259948468365,1.5,8271
"895, Sacramento Street, Laurel Heights, San Francisco, CA 94102",37.788933,-122.439567,Laurel Heights,2025-08-31,Single Family Home,Traditional,1925,3209,5,4,6965,2098661,26233,290,1,Radiant,None,"Oven, Refrigerator, Microwave, Dryer, Washer, Dishwasher","Close to shopping, Landscaped backyard, Renovated kitchen",San Francisco Archdiocese,87,82,2021-07-06,1488316,3969,5.74,2098661,San Francisco,CA,Laurel Heights,653.9922094110315,1.25,6965
"308, Jackson Street, Laurel Heights, San Francisco, CA 94102",37.781546,-122.438677,Laurel Heights,2025-08-31,Single Family Home,Traditional,1917,3375,5,4,13412,2636032,32950,0,2,Central Heating,Window Unit,"Washer, Oven, Dishwasher, Refrigerator","Carpet floors, Fireplace, Private backyard",Charter Schools,87,75,2023-02-08,1850120,4985,6.87,2636032,San Francisco,CA,Laurel Heights,781.0465185185185,1.25,13412
"7981, Washington Street, Laurel Heights, San Francisco, CA 94102",37.787692,-122.424955,Laurel Heights,2025-08-31,Single Family Home,Traditional,1924,2855,3,2,6899,2971711,37146,0,2,Wall Unit,Evaporative,"Refrigerator, Microwave, Dryer","Renovated kitchen, Close to shopping, Private backyard, Laminate floors, High ceilings",Charter Schools,84,79,2021-03-07,2229293,5620,5.0,2971711,San Francisco,CA,Laurel Heights,1040.8795096322242,1.5,6899
"919, Sacramento Street, Laurel Heights, San Francisco, CA 94102",37.784537,-122.427824,Laurel Heights,2025-08-31,Single Family Home,Traditional,1934,2887,4,3,7643,2441567,30519,0,2,Forced Air,Evaporative,"Dishwasher, Garbage Disposal, Dryer, Refrigerator, Microwave","Fireplace, Private backyard, Tile floors, Close to public transportation",Private Schools,83,83,2024-05-20,1847198,4618,6.14,2441567,San Francisco,CA,Laurel Heights,845.7107724281261,1.3333333333333333,7643
"5476, California Street, Laurel Heights, San Francisco, CA 94102",37.783481,-122.439767,Laurel Heights,2025-08-31,Single Family Home,Traditional,1927,3429,3,4,12218,2119680,26496,0,0,Forced Air,Mini Split,"Dishwasher, Washer, Garbage Disposal, Dryer, Microwave","Carpet floors, Private backyard, Modern kitchen",San Francisco Archdiocese,82,83,2024-02-11,1662806,4009,5.29,2119680,San Francisco,CA,Laurel Heights,618.1627296587926,0.75,12218
"2883, Pine Street, Laurel Heights, San Francisco, CA 94102",37.783471,-122.432196,Laurel Heights,2025-08-31,Single Family Home,Traditional,1911,3068,3,2,6159,2844494,35556,0,1,Central Heating,Central Air,"Garbage Disposal, Dryer, Dishwasher, Microwave, Oven, Washer","Built-in storage, Landscaped backyard, Tile floors, Updated kitchen",Charter Schools,86,84,2021-07-19,2499697,5380,5.9,2844494,San Francisco,CA,Laurel Heights,927.1492829204693,1.5,6159
"4433, California Street, Laurel Heights, San Francisco, CA 94102",37.783635,-122.429178,Laurel Heights,2025-08-31,Single Family Home,Traditional,1920,2698,4,4,7766,2709667,33870,255,2,Radiant,None,"Refrigerator, Garbage Disposal, Dryer, Washer, Oven","Updated kitchen, Close to public transportation, Private backyard, Fireplace, Tile floors",San Francisco Unified School District,83,79,2022-04-13,1926094,5125,6.54,2709667,San Francisco,CA,Laurel Heights,1004.3243143068939,1.0,7766
"5577, California Street, Laurel Heights, San Francisco, CA 94102",37.789599,-122.438105,Laurel Heights,2025-08-31,Single Family Home,Traditional,1922,3312,4,4,8325,3397047,42463,416,2,Radiant,Evaporative,"Dryer, Dishwasher, Refrigerator, Microwave, Oven","Spacious backyard, Updated kitchen, Close to public transportation, Laminate floors, Built-in storage",San Francisco Archdiocese,83,78,2023-05-26,2566713,6425,5.56,3397047,San Francisco,CA,Laurel Heights,1025.6784420289855,1.0,8325
"7007, Jackson Street, Laurel Heights, San Francisco, CA 94102",37.784788,-122.422323,Laurel Heights,2025-08-31,Single Family Home,Traditional,1943,2984,3,2,10651,3240680,40508,603,0,Baseboard,Mini Split,"Oven, Microwave, Garbage Disposal","Fireplace, Updated kitchen, Private backyard, Close to parks, Hardwood floors",Charter Schools,75,80,2020-11-03,2546180,6129,4.91,3240680,San Francisco,CA,Laurel Heights,1086.0187667560322,1.5,10651
"7640, Jackson Street, Laurel Heights, San Francisco, CA 94102",37.787955,-122.436152,Laurel Heights,2025-08-31,Single Family Home,Traditional,1947,2320,3,4,6399,2943632,36795,299,1,Forced Air,Central Air,"Refrigerator, Oven, Microwave, Dishwasher, Dryer","Renovated kitchen, Spacious backyard, Tile floors",San Francisco Archdiocese,82,72,2023-03-12,2195879,5567,5.52,2943632,San Francisco,CA,Laurel Heights,1268.806896551724,0.75,6399
"5215, Washington Street, Laurel Heights, San Francisco, CA 94102",37.788909,-122.420757,Laurel Heights,2025-08-31,Single Family Home,Traditional,1917,2229,4,3,5131,2373688,29671,0,1,Wall Unit,Window Unit,"Dishwasher, Dryer, Garbage Disposal, Washer, Refrigerator","High ceilings, Close to parks, Carpet floors",San Francisco Unified School District,89,81,2022-01-17,1931240,4489,6.43,2373688,San Francisco,CA,Laurel Heights,1064.911619560341,1.3333333333333333,5131
"8788, California Street, Laurel Heights, San Francisco, CA 94102",37.782951,-122.434805,Laurel Heights,2025-08-31,Single Family Home,Traditional,1938,2468,5,4,7266,3117570,38969,0,1,Wall Unit,Evaporative,"Dishwasher, Washer, Refrigerator, Dryer, Oven","Close to parks, Hardwood floors, Renovated kitchen, Spacious backyard, Built-in storage",San Francisco Archdiocese,84,82,2020-09-20,2273453,5895,6.56,3117570,San Francisco,CA,Laurel Heights,1263.1969205834685,1.25,7266
"8684, Pine Street, Laurel Heights, San Francisco, CA 94102",37.78748,-122.434974,Laurel Heights,2025-08-31,Single Family Home,Traditional,1935,2371,3,4,6794,2675633,33445,610,2,Radiant,None,"Dishwasher, Garbage Disposal, Microwave, Dryer","Landscaped backyard, Close to restaurants, Modern kitchen",Private Schools,78,76,2021-12-08,2273998,5060,6.57,2675633,San Francisco,CA,Laurel Heights,1128.4829185997469,0.75,6794
"8841, Washington Street, Laurel Heights, San Francisco, CA 94102",37.789666,-122.438329,Laurel Heights,2025-08-31,Single Family Home,Traditional,1923,2312,3,2,7367,3166127,39576,755,0,Radiant,Mini Split,"Refrigerator, Microwave, Dryer, Washer, Dishwasher","Fireplace, Close to parks, Laminate floors, Spacious backyard",Private Schools,84,83,2023-01-22,2764778,5988,6.87,3166127,San Francisco,CA,Laurel Heights,1369.4320934256054,1.5,7367
"298, Jackson Street, Laurel Heights, San Francisco, CA 94102",37.789725,-122.43711,Laurel Heights,2025-08-31,Single Family Home,Traditional,1931,2212,4,4,7142,2682185,33527,0,2,Baseboard,Window Unit,"Microwave, Garbage Disposal, Dishwasher, Dryer, Oven","Close to public transportation, Built-in storage, Modern kitchen, Laminate floors, Spacious backyard",San Francisco Unified School District,81,81,2021-09-10,2234707,5072,5.55,2682185,San Francisco,CA,Laurel Heights,1212.5610307414104,1.0,7142
"2166, Geary Boulevard, Western Addition, San Francisco, CA 94102",37.787506,-122.40163,Western Addition,2025-08-31,Single Family Home,Victorian,1922,2136,2,1,6318,2935005,36687,281,1,Radiant,Central Air,"Washer, Microwave, Garbage Disposal, Dryer, Refrigerator","Landscaped backyard, Concrete floors, Close to public transportation, Modern kitchen, High ceilings",Private Schools,86,84,2022-07-05,2272313,5550,5.21,2935005,San Francisco,CA,Western Addition,1374.066011235955,2.0,6318
"3962, Eddy Street, Western Addition, San Francisco, CA 94102",37.788145,-122.419826,Western Addition,2025-08-31,Single Family Home,Victorian,1936,2784,4,3,6168,1943830,24297,0,2,Radiant,None,"Dishwasher, Dryer, Oven, Garbage Disposal, Washer, Microwave","High ceilings, Close to public transportation, Tile floors, Updated kitchen, Spacious backyard",San Francisco Archdiocese,89,80,2020-11-17,1410441,3675,5.12,1943830,San Francisco,CA,Western Addition,698.2147988505748,1.3333333333333333,6168
"9028, Turk Street, Western Addition, San Francisco, CA 94102",37.785295,-122.402182,Western Addition,2025-08-31,Single Family Home,Victorian,1909,2663,2,1,8986,1987631,24845,0,1,Radiant,None,"Dishwasher, Washer, Microwave, Refrigerator, Oven, Garbage Disposal","Private backyard, Close to shopping, Fireplace",Charter Schools,81,81,2022-10-24,1767518,3759,5.23,1987631,San Francisco,CA,Western Addition,746.3879083740143,2.0,8986
"885, O'Farrell Street, Western Addition, San Francisco, CA 94102",37.782962,-122.40016,Western Addition,2025-08-31,Single Family Home,Victorian,1913,2193,3,2,8248,2003249,25040,457,2,Forced Air,Window Unit,"Dishwasher, Washer, Microwave, Dryer, Refrigerator, Garbage Disposal","Hardwood floors, Close to restaurants, Fireplace, Spacious backyard, Updated kitchen",San Francisco Unified School District,84,76,2023-12-08,1427580,3788,5.74,2003249,San Francisco,CA,Western Addition,913.4742362061104,1.5,8248
"5906, O'Farrell Street, Western Addition, San Francisco, CA 94102",37.789002,-122.40967,Western Addition,2025-08-31,Single Family Home,Victorian,1902,2343,3,2,8835,2461377,30767,0,0,Forced Air,Evaporative,"Oven, Washer, Dishwasher, Dryer, Refrigerator","Updated kitchen, Close to restaurants, Carpet floors",San Francisco Unified School District,80,82,2023-09-09,2008337,4654,5.18,2461377,San Francisco,CA,Western Addition,1050.5236875800256,1.5,8835
"3560, Turk Street, Western Addition, San Francisco, CA 94102",37.788478,-122.408117,Western Addition,2025-08-31,Single Family Home,Victorian,1917,2025,2,2,6540,2673569,33419,725,2,Central Heating,Mini Split,"Garbage Disposal, Dryer, Oven","Renovated kitchen, Hardwood floors, Landscaped backyard, Close to restaurants, High ceilings",Charter Schools,84,76,2022-06-23,2351522,5055,6.59,2673569,San Francisco,CA,Western Addition,1320.280987654321,1.0,6540
"8161, Turk Street, Western Addition, San Francisco, CA 94102",37.785784,-122.401405,Western Addition,2025-08-31,Single Family Home,Victorian,1919,2233,2,1,8509,2957646,36970,0,0,Central Heating,Window Unit,"Oven, Garbage Disposal, Refrigerator, Dryer, Microwave, Dishwasher","Close to restaurants, Built-in storage, Renovated kitchen, Landscaped backyard",Charter Schools,80,75,2021-11-03,2435785,5593,6.12,2957646,San Francisco,CA,Western Addition,1324.5167935512764,2.0,8509
"2157, Eddy Street, Western Addition, San Francisco, CA 94102",37.787034,-122.406848,Western Addition,2025-08-31,Single Family Home,Victorian,1916,2883,3,2,11435,2426256,30328,366,0,Radiant,Window Unit,"Dishwasher, Dryer, Refrigerator, Garbage Disposal, Oven, Microwave","High ceilings, Private backyard, Updated kitchen, Carpet floors, Close to restaurants",San Francisco Unified School District,81,85,2022-04-25,1739027,4588,6.11,2426256,San Francisco,CA,Western Addition,841.573361082206,1.5,11435
"5305, Golden Gate Avenue, Western Addition, San Francisco, CA 94102",37.786703,-122.409504,Western Addition,2025-08-31,Single Family Home,Victorian,1925,2755,4,3,5917,2371341,29641,0,2,Baseboard,Window Unit,"Microwave, Refrigerator, Washer, Dishwasher, Oven","Modern kitchen, Landscaped backyard, Tile floors",Private Schools,83,83,2023-08-16,2057494,4485,6.29,2371341,San Francisco,CA,Western Addition,860.740834845735,1.3333333333333333,5917
"6169, Golden Gate Avenue, Western Addition, San Francisco, CA 94102",37.78926,-122.408763,Western Addition,2025-08-31,Single Family Home,Victorian,1916,3196,2,3,12705,2674057,33425,0,0,Forced Air,Mini Split,"Refrigerator, Washer, Oven","Modern kitchen, Built-in storage, Close to shopping",Private Schools,86,77,2023-03-23,2097261,5057,5.88,2674057,San Francisco,CA,Western Addition,836.6886733416771,0.6666666666666666,12705
"6867, Geary Boulevard, Western Addition, San Francisco, CA 94102",37.780298,-122.415135,Western Addition,2025-08-31,Single Family Home,Victorian,1919,2136,3,3,7825,1908595,23857,0,0,Wall Unit,Central Air,"Washer, Dryer, Refrigerator, Oven, Garbage Disposal","Built-in storage, Renovated kitchen, Close to restaurants, Landscaped backyard",Private Schools,88,83,2023-12-24,1435942,3610,6.03,1908595,San Francisco,CA,Western Addition,893.5369850187266,1.0,7825
"7442, Turk Street, Western Addition, San Francisco, CA 94102",37.787776,-122.406574,Western Addition,2025-08-31,Single Family Home,Victorian,1919,2455,3,3,6857,1827046,22838,0,2,Radiant,Central Air,"Oven, Microwave, Washer, Dishwasher, Garbage Disposal","Private backyard, Hardwood floors, Built-in storage, Renovated kitchen, Close to shopping",San Francisco Archdiocese,81,80,2023-01-14,1302439,3455,5.82,1827046,San Francisco,CA,Western Addition,744.2142566191446,1.0,6857
"3183, Turk Street, Western Addition, San Francisco, CA 94102",37.789437,-122.419254,Western Addition,2025-08-31,Single Family Home,Victorian,1934,3159,2,1,10168,2794882,34936,0,2,Wall Unit,None,"Oven, Refrigerator, Microwave, Garbage Disposal","Landscaped backyard, Renovated kitchen, Close to public transportation, Fireplace",Private Schools,82,84,2021-07-29,1985332,5286,5.33,2794882,San Francisco,CA,Western Addition,884.7363089585311,2.0,10168
"8268, Eddy Street, Western Addition, San Francisco, CA 94102",37.780193,-122.412082,Western Addition,2025-08-31,Single Family Home,Victorian,1921,2063,4,3,7201,2509035,31362,205,1,Wall Unit,Evaporative,"Oven, Refrigerator, Washer, Garbage Disposal, Microwave, Dryer","Private backyard, Close to parks, Built-in storage, Modern kitchen",Private Schools,90,79,2021-06-05,2224927,4745,6.81,2509035,San Francisco,CA,Western Addition,1216.20698012603,1.3333333333333333,7201
"1936, Turk Street, Western Addition, San Francisco, CA 94102",37.78043,-122.419105,Western Addition,2025-08-31,Single Family Home,Victorian,1920,2921,2,2,6917,1985454,24818,0,0,Wall Unit,Mini Split,"Oven, Microwave, Dryer, Washer, Refrigerator, Dishwasher","Landscaped backyard, Modern kitchen, Laminate floors",Charter Schools,88,81,2020-12-14,1410978,3755,5.83,1985454,San Francisco,CA,Western Addition,679.7172201300924,1.0,6917
"9520, Turk Street, Western Addition, San Francisco, CA 94102",37.782064,-122.406995,Western Addition,2025-08-31,Single Family Home,Victorian,1912,2993,2,3,11434,1929593,24119,0,0,Baseboard,Evaporative,"Refrigerator, Microwave, Garbage Disposal","Close to parks, Tile floors, Updated kitchen",Charter Schools,85,81,2023-08-17,1453591,3648,5.87,1929593,San Francisco,CA,Western Addition,644.701971266288,0.6666666666666666,11434
"9001, O'Farrell Street, Western Addition, San Francisco, CA 94102",37.786469,-122.406258,Western Addition,2025-08-31,Single Family Home,Victorian,1922,2739,3,2,7992,2304298,28803,657,0,Baseboard,None,"Garbage Disposal, Microwave, Dishwasher, Refrigerator","Built-in storage, Close to parks, Concrete floors",San Francisco Archdiocese,90,76,2024-01-29,1911341,4358,6.04,2304298,San Francisco,CA,Western Addition,841.2917123037605,1.5,7992
"6207, Turk Street, Western Addition, San Francisco, CA 94102",37.781518,-122.410426,Western Addition,2025-08-31,Single Family Home,Victorian,1933,2537,4,3,6906,2319306,28991,0,1,Wall Unit,None,"Oven, Microwave, Dishwasher, Refrigerator, Dryer, Washer","Carpet floors, Spacious backyard, Modern kitchen, Close to parks, Fireplace",Private Schools,90,78,2022-09-15,2010466,4386,6.97,2319306,San Francisco,CA,Western Addition,914.192353173039,1.3333333333333333,6906
"5330, Geary Boulevard, Western Addition, San Francisco, CA 94102",37.781976,-122.412231,Western Addition,2025-08-31,Single Family Home,Victorian,1907,2604,3,3,9525,2091747,26146,770,2,Forced Air,Mini Split,"Dryer, Microwave, Refrigerator","Renovated kitchen, Carpet floors, Landscaped backyard",San Francisco Unified School District,85,82,2023-05-19,1624309,3955,6.84,2091747,San Francisco,CA,Western Addition,803.2822580645161,1.0,9525
"6927, O'Farrell Street, Western Addition, San Francisco, CA 94102",37.787048,-122.40318,Western Addition,2025-08-31,Single Family Home,Victorian,1904,2458,3,2,5178,1802068,22525,594,1,Central Heating,None,"Dishwasher, Microwave, Refrigerator","Built-in storage, Spacious backyard, Close to parks",San Francisco Unified School District,84,79,2020-12-22,1524257,3407,5.65,1802068,San Francisco,CA,Western Addition,733.1440195280716,1.5,5178
